,Long,Lat,Sand,Prod
1389,3.578,5.7161,33.941,3.935
1390,3.578,5.7145,68.486,7.995
1391,3.578,5.7155,68.89,6.661
1392,3.578,5.7163,66.576,6.397
1393,3.578,5.7171,67.174,6.392
1394,3.578,5.7083,69.753,7.128
1395,3.5781,5.7178,68.937,6.366
1396,3.5781,5.7113,45.589,4.836
1397,3.5781,5.7159,66.741,6.35
1398,3.5781,5.7135,71.481,7.178
1399,3.5781,5.7115,69.636,6.586
1400,3.5781,5.7093,66.96,6.603
1401,3.5782,5.7118,33.955,2.939
1402,3.5782,5.7176,71.543,6.477
1403,3.5782,5.7144,71.457,7.331
1404,3.5782,5.7178,68.165,7.79
1405,3.5782,5.717,69.66,7.927
1406,3.5782,5.7115,26.547,2.349
1407,3.5782,5.7079,69.373,6.605
1408,3.5782,5.7077,68.733,7.143
1409,3.5782,5.7147,69.195,6.872
1410,3.5782,5.7116,66.87,6.759
1411,3.5782,5.7119,34.258,3.53
1412,3.5782,5.7172,69.789,7.047
1413,3.5783,5.7169,66.781,6.76
1414,3.5783,5.7154,69.143,7.495
1415,3.5783,5.7098,69.127,7.519
1416,3.5783,5.7159,66.256,6.413
1417,3.5783,5.7187,69.086,5.893
1418,3.5783,5.7097,68.716,6.63
1419,3.5783,5.7083,69.402,7.379
1420,3.5783,5.7184,68.574,8.101
1421,3.5783,5.7176,69.533,7.409
1422,3.5783,5.7177,68.823,7.31
1423,3.5783,5.7139,70.772,6.498
1424,3.5783,5.709,66.572,7.073
1425,3.5783,5.7164,68.976,6.782
1426,3.5784,5.7155,68.673,7.341
1427,3.5784,5.7162,34.38,3.025
1428,3.5784,5.7118,33.442,3.562
1429,3.5784,5.7117,66.351,6.264
1430,3.5784,5.7166,66.203,6.358
1431,3.5784,5.716,69.277,7.005
1432,3.5784,5.7182,68.817,6.243
1433,3.5784,5.7171,69.031,6.495
1434,3.5784,5.7164,69.468,6.679
1435,3.5784,5.7156,66.863,6.431
1436,3.5784,5.7101,66.087,5.307
1437,3.5784,5.7157,66.595,6.81
1438,3.5784,5.7092,69.014,6.984
1439,3.5784,5.71,66.171,6.501
1440,3.5784,5.7084,66.487,6.405
1441,3.5785,5.7117,66.626,6.503
1442,3.5785,5.7078,66.567,6.325
1443,3.5785,5.7128,69.613,7.595
1444,3.5785,5.7133,68.41,7.602
1445,3.5785,5.714,70.537,7.829
1446,3.5785,5.7118,34.558,3.56
1447,3.5785,5.717,66.451,7.183
1448,3.5785,5.7095,65.972,6.574
1449,3.5785,5.7163,67.351,6.949
1450,3.5785,5.7179,69.053,7.497
1451,3.5785,5.7139,70.897,6.357
1452,3.5785,5.7093,69.696,7.313
1453,3.5785,5.7178,71.312,7.07
1454,3.5785,5.7157,65.886,7.044
1455,3.5786,5.7162,66.723,6.341
1456,3.5786,5.7143,68.507,6.586
1457,3.5786,5.7114,69.079,6.495
1458,3.5786,5.7115,69.179,5.825
1459,3.5786,5.7164,59.541,6.573
1460,3.5786,5.7088,69.167,5.699
1461,3.5786,5.7159,76.495,6.306
1462,3.5786,5.7094,68.494,7.712
1463,3.5786,5.7096,68.666,7.388
1464,3.5786,5.7186,69.446,7.013
1465,3.5786,5.7167,69.423,7.496
1466,3.5786,5.7118,34.205,3.522
1467,3.5786,5.7134,69.6,6.974
1468,3.5787,5.7118,34.569,3.434
1469,3.5787,5.7102,69.145,6.978
1470,3.5787,5.7148,70.323,7.271
1471,3.5787,5.7095,65.731,4.99
1472,3.5787,5.7087,66.186,5.473
1473,3.5787,5.7093,68.218,6.615
1474,3.5787,5.7167,65.798,6.93
1475,3.5787,5.7092,66.566,6.316
1476,3.5787,5.7081,69.796,7.349
1477,3.5787,5.7116,68.914,7.787
1478,3.5787,5.7188,70.232,7.508
1479,3.5787,5.7094,69.124,6.925
1480,3.5788,5.7115,68.637,6.782
1481,3.5788,5.7183,68.686,6.8
1482,3.5788,5.7128,68.174,7.092
1483,3.5788,5.7079,66.195,6.98
1484,3.5788,5.7117,69.521,6.84
1485,3.5788,5.709,66.869,6.037
1486,3.5788,5.715,71.206,6.742
1487,3.5789,5.7154,68.821,7.083
1488,3.5789,5.7092,66.334,7.504
1489,3.5789,5.7186,68.288,6.682
1490,3.5789,5.7086,68.722,6.183
1491,3.5789,5.7095,69.242,6.874
1492,3.5789,5.716,69.085,6.333
1493,3.5789,5.7078,68.502,7.584
1494,3.5789,5.7165,76.501,7.612
1495,3.5789,5.7147,69.354,7.488
1496,3.579,5.71,69.014,6.878
1497,3.579,5.7188,69.766,7.125
1498,3.579,5.7129,69.374,7.45
1499,3.579,5.7167,68.104,5.917
1500,3.579,5.7136,68.929,7.342
1501,3.579,5.7078,26.462,2.566
1502,3.579,5.7087,64.27,6.254
1503,3.579,5.7125,44.246,4.154
1504,3.579,5.7134,69.049,7.841
1505,3.579,5.7077,68.757,6.595
1506,3.5791,5.7092,66.879,6.396
1507,3.5791,5.7093,66.602,7.293
1508,3.5791,5.7097,66.05,6.624
1509,3.5791,5.7077,68.978,7.51
1510,3.5791,5.7165,71.032,7.037
1511,3.5791,5.7086,67.097,6.346
1512,3.5791,5.7128,69.328,6.765
1513,3.5791,5.7094,66.486,6.616
1514,3.5791,5.7083,65,5.777
1515,3.5792,5.71,68.484,7.242
1516,3.5792,5.7144,68.965,6.78
1517,3.5792,5.7188,65.882,6.67
1518,3.5792,5.7124,68.526,6.167
1519,3.5792,5.7166,68.951,6.376
1520,3.5792,5.7084,64.711,6.124
1521,3.5792,5.715,68.976,7.884
1522,3.5792,5.716,76.355,6.926
1523,3.5792,5.7153,71.345,6.519
1524,3.5792,5.7086,66.201,6.858
1525,3.5793,5.7154,69.761,5.926
1526,3.5793,5.7122,69.272,6.611
1527,3.5793,5.7125,69.427,7.36
1528,3.5793,5.7121,69.503,6.798
1529,3.5793,5.7155,68.363,6.998
1530,3.5793,5.7153,68.456,6.786
1531,3.5793,5.7137,69.479,6.475
1532,3.5794,5.7124,66.942,7.493
1533,3.5794,5.7151,69.493,6.761
1534,3.5794,5.7091,68.784,5.711
1535,3.5794,5.7145,68.876,6.783
1536,3.5794,5.7152,69.494,7.328
1537,3.5794,5.7126,68.444,6.978
1538,3.5794,5.7089,69.11,6.443
1539,3.5795,5.7089,45.071,5.076
1540,3.5795,5.71,69.084,6.855
1541,3.5795,5.7099,69.698,7.242
1542,3.5795,5.7183,69.243,7.441
1543,3.5795,5.7159,76.259,7.866
1544,3.5795,5.7151,69.814,6.767
1545,3.5795,5.7167,69.605,7.95
1546,3.5795,5.7093,69.431,7.036
1547,3.5795,5.716,68.572,7.493
1548,3.5795,5.7188,66.177,6.408
1549,3.5796,5.7095,69.714,6.64
1550,3.5796,5.7099,69.799,7.489
1551,3.5796,5.7098,69.189,6.907
1552,3.5796,5.7177,71.124,7.173
1553,3.5796,5.7148,70.264,7.474
1554,3.5796,5.7125,66.856,7.505
1555,3.5796,5.7128,69.164,6.902
1556,3.5796,5.7138,70.837,6.926
1557,3.5796,5.715,69.359,6.594
1558,3.5796,5.7167,68.944,6.636
1559,3.5796,5.7158,76.121,7.785
1560,3.5797,5.7092,68.97,7.235
1561,3.5797,5.7099,68.302,6.618
1562,3.5797,5.7128,68.43,5.647
1563,3.5797,5.7117,68.98,6.341
1564,3.5797,5.7162,69.202,7.029
1565,3.5797,5.7188,66.24,7.478
1566,3.5797,5.7095,68.147,7.393
1567,3.5798,5.7094,68.358,6.682
1568,3.5798,5.7175,68.611,6.254
1569,3.5798,5.7097,68.678,6.877
1570,3.5798,5.7096,68.365,5.801
1571,3.5798,5.7135,33.849,3.179
1572,3.5798,5.7134,69.05,7.422
1573,3.5798,5.7176,68.735,6.681
1574,3.5798,5.71,69.09,7.37
1575,3.5798,5.7117,69.247,6.418
1576,3.5798,5.7151,68.716,7.699
1577,3.5798,5.7174,68.163,7.248
1578,3.5798,5.7144,68.584,6.035
1579,3.5799,5.7097,69.04,6.608
1580,3.5799,5.7125,69.324,7.193
1581,3.5799,5.7143,69.621,6.99
1582,3.5799,5.7151,68.331,7.065
1583,3.5799,5.7141,68.7,7.099
1584,3.5799,5.7168,69.041,7.01
1585,3.5799,5.7098,66.077,6.765
1586,3.5799,5.7137,69.062,7.23
1587,3.5799,5.718,68.062,7.705
1588,3.5799,5.7121,69.549,6.738
1589,3.5799,5.7135,69.09,6.464
1590,3.58,5.7176,69.324,7.184
1591,3.58,5.71,66.279,6.422
1592,3.58,5.716,68.915,7.125
1593,3.58,5.7127,68.451,6.523
1594,3.58,5.7186,34.849,3.107
1595,3.5801,5.717,69.126,7.759
1596,3.5801,5.7183,69.508,6.982
1597,3.5801,5.7169,68.987,7.451
1598,3.5801,5.7114,68.961,7.067
1599,3.5801,5.7112,69.369,6.676
1600,3.5801,5.7155,68.839,6.918
1601,3.5801,5.7171,69.448,7.735
1602,3.5802,5.7188,69.469,6.599
1603,3.5802,5.7143,69.006,7.078
1604,3.5802,5.7185,69.073,6.992
1605,3.5803,5.7152,59.902,5.863
1606,3.5803,5.7121,69.106,7.144
1607,3.5803,5.7186,69.832,6.781
1608,3.5803,5.7169,69.041,6.874
1609,3.5804,5.7158,68.491,7.44
1610,3.5804,5.716,68.15,6.142
1611,3.5804,5.7183,68.745,6.984
1612,3.5804,5.7143,65.75,6.346
1613,3.5804,5.7157,68.66,7.079
1614,3.5805,5.7173,68.234,7.49
1615,3.5805,5.7188,69.786,5.622
1616,3.5805,5.7172,68.86,7.546
1617,3.5805,5.7186,69.463,7.542
1618,3.5806,5.7183,71.203,7.157
1619,3.5806,5.7112,69.694,7.245
1620,3.5806,5.7122,70.882,7.89
1621,3.5806,5.712,69.049,6.036
1622,3.5806,5.7116,68.61,6.934
1623,3.5806,5.7126,71.018,6.831
1624,3.5806,5.7187,68.856,7.009
1625,3.5806,5.7182,69.078,7.244
1626,3.5807,5.7123,70.637,8.007
1627,3.5807,5.7106,70.278,6.785
1628,3.5807,5.7158,68.6,7.507
1629,3.5807,5.7181,68.607,7.672
1630,3.5807,5.7099,70.987,7.893
1631,3.5807,5.7167,68.891,6.528
1632,3.5808,5.7171,69.217,6.732
1633,3.5808,5.7114,68.458,5.995
1634,3.5808,5.713,70.795,6.827
1635,3.5808,5.7179,68.79,6.825
1636,3.5808,5.7183,69.357,7.659
1637,3.5808,5.7185,70.943,6.98
1638,3.5808,5.7178,69.205,7.414
1639,3.5808,5.7175,69.471,7.498
1640,3.5808,5.7173,69.543,7.458
1641,3.5809,5.71,70.721,5.653
1642,3.5809,5.7122,71.638,6.543
1643,3.5809,5.708,69.146,6.526
1644,3.581,5.7081,68.373,6.74
1645,3.5693,5.7158,40.103,4.519
1646,3.5693,5.7143,40.13,4.278
1647,3.5694,5.7138,40.871,3.789
1648,3.5694,5.7153,40.024,4.336
1649,3.5694,5.7085,39.963,4.179
1650,3.5695,5.7121,66.986,6.52
1651,3.5695,5.716,39.683,4.183
1652,3.5695,5.7116,37.355,4.188
1653,3.5696,5.7115,36.802,3.16
1654,3.5696,5.716,39.677,4.059
1655,3.5696,5.713,40.006,4.174
1656,3.5696,5.7127,39.925,3.838
1657,3.5697,5.715,36.873,4.748
1658,3.5697,5.7127,37.624,3.459
1659,3.5697,5.7081,39.45,4.335
1660,3.5698,5.7128,39.933,4.21
1661,3.5698,5.7117,76.511,8.35
1662,3.5698,5.7144,39.415,3.82
1663,3.5698,5.7159,37.776,3.394
1664,3.5699,5.7156,37.507,4.576
1665,3.5699,5.7076,69.204,6.688
1666,3.5699,5.7129,39.464,3.314
1667,3.5699,5.7153,39.83,4.192
1668,3.5699,5.7136,40.029,4.908
1669,3.5699,5.7148,42.338,4.485
1670,3.5699,5.7127,38.013,3.823
1671,3.57,5.7144,39.962,4.609
1672,3.57,5.7128,39.437,3.944
1673,3.57,5.7137,39.139,3.706
1674,3.57,5.715,42.507,4.908
1675,3.57,5.7126,37.64,3.898
1676,3.57,5.7078,40.695,4.225
1677,3.5701,5.7138,38.399,3.829
1678,3.5701,5.7185,37.506,3.801
1679,3.5701,5.715,42.132,4.289
1680,3.5701,5.7127,37.249,3.53
1681,3.5701,5.7184,37.342,3.057
1682,3.5701,5.7079,40.112,4.219
1683,3.5701,5.7077,40.098,4.17
1684,3.5701,5.7076,39.979,5.009
1685,3.5702,5.7141,40.822,3.929
1686,3.5702,5.7128,39.776,3.548
1687,3.5702,5.7145,37.403,3.078
1688,3.5702,5.7142,52.713,5.092
1689,3.5702,5.7143,52.242,5.453
1690,3.5702,5.7182,39.967,4.286
1691,3.5703,5.7186,37.56,3.633
1692,3.5703,5.7182,39.519,4.261
1693,3.5703,5.7145,40.332,3.597
1694,3.5703,5.7079,40.751,4.322
1695,3.5703,5.7183,66.057,6.347
1696,3.5703,5.708,40.044,4.173
1697,3.5703,5.7083,39.71,3.84
1698,3.5703,5.7181,37.129,3.529
1699,3.5704,5.7156,40.514,3.605
1700,3.5704,5.7081,42.485,4.484
1701,3.5704,5.7181,37.881,3.567
1702,3.5705,5.7082,40.048,4.727
1703,3.5705,5.7149,37.443,4.159
1704,3.5705,5.7181,62.704,6.699
1705,3.5705,5.7083,40.449,3.978
1706,3.5706,5.7183,37.869,3.857
1707,3.5706,5.7084,39.775,4.241
1708,3.5706,5.7154,67.119,7.624
1709,3.5707,5.7147,39.407,5.663
1710,3.5707,5.718,37.587,3.6
1711,3.5708,5.715,65.96,6.732
1712,3.5708,5.7084,40.159,4.433
1713,3.5708,5.7148,65.796,6.207
1714,3.5708,5.7184,37.539,3.222
1715,3.5709,5.7147,39.504,4.301
1716,3.5709,5.7083,40.164,4.32
1717,3.5709,5.718,39.878,4.182
1718,3.5709,5.7184,40.92,3.481
1719,3.571,5.7184,39.299,3.861
1720,3.5711,5.7181,38.066,4.945
1721,3.5711,5.7086,39.804,4.689
1722,3.5712,5.7176,39.977,4.37
1723,3.5712,5.7179,40.47,3.531
1724,3.5712,5.7183,40.062,4.491
1725,3.5713,5.7078,42.292,4.798
1726,3.5713,5.7088,40.253,3.642
1727,3.5713,5.7178,39.608,4.165
1728,3.5713,5.7183,52.43,4.382
1729,3.5714,5.7181,52.806,4.318
1730,3.5714,5.7077,43.201,4.205
1731,3.5714,5.7088,39.444,3.817
1732,3.5715,5.7076,42.621,4.288
1733,3.5715,5.7176,39.771,4.731
1734,3.5715,5.7079,39.685,4.266
1735,3.5716,5.7151,37.249,3.455
1736,3.5716,5.7188,39.781,4.079
1737,3.5717,5.7184,39.845,4.487
1738,3.5717,5.7187,40.492,4.744
1739,3.5718,5.7091,62.971,5.876
1740,3.5719,5.7187,40.494,3.814
1741,3.5719,5.7082,42.276,4.734
1742,3.5719,5.708,42.498,3.5
1743,3.572,5.7187,39.982,3.84
1744,3.572,5.7081,42.303,4.072
1745,3.572,5.708,42.272,4.536
1746,3.572,5.7185,39.899,4.009
1747,3.572,5.709,65.848,6.533
1748,3.5721,5.7085,37.694,3.197
1749,3.5721,5.7082,42.199,3.679
1750,3.5721,5.7179,39.495,4.504
1751,3.5722,5.7082,42.546,4.14
1752,3.5722,5.7187,37.294,3.795
1753,3.5722,5.7188,39.634,3.321
1754,3.5722,5.7185,40.72,4.001
1755,3.5723,5.7084,41.833,4.065
1756,3.5723,5.7187,37.753,4.654
1757,3.5723,5.7177,37.303,3.492
1758,3.5724,5.7094,42.672,4.192
1759,3.5724,5.7187,61.909,6.02
1760,3.5724,5.7084,42.686,4.566
1761,3.5724,5.7081,39.355,2.78
1762,3.5724,5.7141,42.287,3.34
1763,3.5724,5.7085,39.829,4.423
1764,3.5724,5.7171,40.444,4.446
1765,3.5724,5.7173,40.67,4.237
1766,3.5724,5.7082,40.603,3.402
1767,3.5725,5.7141,42.381,5.157
1768,3.5725,5.7077,39.237,3.945
1769,3.5725,5.7135,38.434,4.535
1770,3.5725,5.717,40.059,4.181
1771,3.5725,5.7142,42.152,4.915
1772,3.5726,5.7142,37.519,3.213
1773,3.5726,5.717,39.973,3.85
1774,3.5726,5.7175,37.674,3.878
1775,3.5726,5.7084,42.621,4.73
1776,3.5726,5.7093,39.878,4.777
1777,3.5727,5.7136,38.23,3.511
1778,3.5727,5.7084,42.409,3.93
1779,3.5727,5.7173,62.366,6.064
1780,3.5727,5.7188,21.541,1.36
1781,3.5727,5.7092,39.914,4.283
1782,3.5727,5.7187,19.795,1.618
1783,3.5727,5.7176,62.527,6.057
1784,3.5727,5.7178,43.354,3.992
1785,3.5727,5.7183,40.217,4.358
1786,3.5728,5.7099,42.366,4.232
1787,3.5728,5.7085,42.537,3.733
1788,3.5729,5.7133,42.692,3.797
1789,3.5729,5.7079,40.577,4.605
1790,3.573,5.7186,26.274,2.833
1791,3.573,5.7176,39.542,4.34
1792,3.5731,5.708,39.946,3.64
1793,3.5731,5.7155,42.811,4.095
1794,3.5731,5.7144,39.648,3.824
1795,3.5731,5.7085,42.5,3.11
1796,3.5731,5.7087,39.458,4.214
1797,3.5731,5.7091,40.687,3.526
1798,3.5731,5.717,42.96,4.757
1799,3.5731,5.7097,39.515,3.644
1800,3.5731,5.7077,26.455,2.339
1801,3.5732,5.7151,42.743,4.995
1802,3.5732,5.7152,42.966,3.975
1803,3.5732,5.7087,60.751,6.167
1804,3.5732,5.7097,41.815,3.711
1805,3.5733,5.7111,40.095,4.058
1806,3.5733,5.7109,39.489,3.868
1807,3.5733,5.7104,51.687,4.909
1808,3.5733,5.7151,43.012,4.313
1809,3.5733,5.7094,40.684,3.924
1810,3.5733,5.7149,43.001,4.691
1811,3.5733,5.711,39.757,4.295
1812,3.5733,5.7084,66.307,6.557
1813,3.5733,5.7152,53.061,4.053
1814,3.5734,5.7087,42.766,4.75
1815,3.5734,5.7078,42.831,3.779
1816,3.5734,5.7098,41.846,4.146
1817,3.5734,5.7111,41.732,4.819
1818,3.5734,5.7154,51.965,4.901
1819,3.5734,5.711,40.48,3.874
1820,3.5734,5.7107,42.767,3.688
1821,3.5734,5.7103,40.116,4.855
1822,3.5734,5.7127,34.464,3.877
1823,3.5734,5.71,40.204,3.46
1824,3.5735,5.7114,37.378,3.522
1825,3.5735,5.7125,43.278,4.171
1826,3.5735,5.7123,39.666,4.506
1827,3.5735,5.7118,39.946,3.895
1828,3.5735,5.7129,39.273,3.519
1829,3.5735,5.7141,23.344,2.369
1830,3.5735,5.7132,39.4,3.897
1831,3.5735,5.7102,59.764,5.94
1832,3.5735,5.7168,42.504,3.973
1833,3.5735,5.7161,40.095,3.643
1834,3.5736,5.7086,42.465,4.245
1835,3.5736,5.7105,40.215,3.981
1836,3.5736,5.7182,16.215,2.161
1837,3.5736,5.7108,40.561,4.035
1838,3.5736,5.7122,51.976,5.442
1839,3.5736,5.7173,40.46,4.013
1840,3.5737,5.7111,66.418,7.186
1841,3.5737,5.7169,39.78,4.328
1842,3.5737,5.7138,4.889,0.312
1843,3.5737,5.718,22.183,3.334
1844,3.5737,5.7113,66.371,5.983
1845,3.5737,5.7143,41.846,4.142
1846,3.5737,5.7103,60.006,6.574
1847,3.5737,5.7181,24.197,1.512
1848,3.5738,5.7156,37.668,3.845
1849,3.5738,5.7157,40.037,2.936
1850,3.5738,5.7169,39.554,3.71
1851,3.5738,5.7166,66.043,5.631
1852,3.5738,5.7121,52.552,5.663
1853,3.5738,5.7131,17.797,2.205
1854,3.5738,5.7149,33.704,2.843
1855,3.5738,5.7148,17.18,1.442
1856,3.5739,5.7103,42.523,4.628
1857,3.5739,5.7118,68.052,7.508
1858,3.5739,5.7157,40.692,4.286
1859,3.5739,5.714,17.177,1.457
1860,3.574,5.7158,42.541,3.595
1861,3.574,5.7118,22.743,1.843
1862,3.574,5.7108,40.58,3.688
1863,3.574,5.7078,42.424,4.634
1864,3.574,5.7152,39.64,3.761
1865,3.574,5.7123,15.184,1.172
1866,3.5741,5.709,42.135,4.17
1867,3.5741,5.7144,69.07,7.19
1868,3.5741,5.7185,42.78,5.098
1869,3.5741,5.7154,40.557,4.703
1870,3.5741,5.7177,18.093,1.975
1871,3.5742,5.7186,34.19,4.086
1872,3.5742,5.7109,24.188,2.745
1873,3.5742,5.7184,39.753,4.814
1874,3.5742,5.7107,15.108,1.751
1875,3.5742,5.7185,34.165,4.167
1876,3.5742,5.718,24.218,2.183
1877,3.5742,5.7183,23.834,2.549
1878,3.5742,5.7077,33.692,2.772
1879,3.5742,5.7129,21.699,2.222
1880,3.5743,5.7122,15.429,2.061
1881,3.5743,5.7079,26.225,2.515
1882,3.5743,5.7151,15.139,1.192
1883,3.5743,5.7081,41.97,4.442
1884,3.5743,5.718,23.188,2.039
1885,3.5744,5.7122,15.875,2.232
1886,3.5744,5.7117,15.331,1.353
1887,3.5744,5.7182,14.863,1.478
1888,3.5744,5.7185,34.18,3.277
1889,3.5744,5.7103,40.201,3.926
1890,3.5744,5.7112,14.48,1.128
1891,3.5745,5.7082,39.977,3.902
1892,3.5745,5.7182,23.367,1.639
1893,3.5745,5.7177,22.077,2.451
1894,3.5745,5.7129,44.404,3.941
1895,3.5745,5.718,23.421,2.028
1896,3.5746,5.7175,23.814,2.081
1897,3.5746,5.7176,23.314,2.04
1898,3.5746,5.7126,44.733,3.873
1899,3.5746,5.7116,14.947,2.295
1900,3.5746,5.7108,39.303,4.403
1901,3.5747,5.7174,22.675,2.627
1902,3.5747,5.7115,44.769,3.914
1903,3.5747,5.7176,23.902,4.169
1904,3.5747,5.7137,17.257,2.204
1905,3.5747,5.7086,40.609,3.793
1906,3.5748,5.7176,23.015,1.737
1907,3.5748,5.7183,43.149,3.465
1908,3.5748,5.7086,39.668,3.774
1909,3.5748,5.7179,5.463,0.271
1910,3.5749,5.713,66.931,6.438
1911,3.5749,5.7131,66.444,6.884
1912,3.575,5.7179,5.349,0.978
1913,3.575,5.71,26.199,2.355
1914,3.5751,5.7098,40.218,4.246
1915,3.5751,5.7144,21.955,1.847
1916,3.5751,5.7082,24.18,2.695
1917,3.5751,5.7129,68.776,6.271
1918,3.5752,5.7128,76.915,8.634
1919,3.5752,5.718,62.489,5.448
1920,3.5752,5.7188,70.801,7.972
1921,3.5752,5.7077,40.171,4.301
1922,3.5753,5.718,68.683,6.963
1923,3.5753,5.7188,71.494,7.7
1924,3.5753,5.71,39.458,4.557
1925,3.5753,5.7138,15.324,2.151
1926,3.5753,5.7137,70.364,6.58
1927,3.5753,5.7128,51.95,5.275
1928,3.5753,5.7094,42.28,4.348
1929,3.5753,5.7187,68.422,7.129
1930,3.5754,5.7105,34.15,4.356
1931,3.5754,5.7101,45.401,4.737
1932,3.5754,5.7129,52.059,4.523
1933,3.5754,5.7109,68.98,6.083
1934,3.5755,5.716,68.843,7.002
1935,3.5755,5.711,69.321,7.413
1936,3.5755,5.7188,69.257,7.188
1937,3.5755,5.7101,39.466,3.926
1938,3.5755,5.71,37.302,3.502
1939,3.5755,5.7078,68.868,5.998
1940,3.5755,5.7107,33.814,4.027
1941,3.5756,5.7188,68.662,6.582
1942,3.5756,5.7087,68.963,6.324
1943,3.5756,5.7144,14.866,1.126
1944,3.5756,5.7083,66.164,6.277
1945,3.5756,5.7161,65.85,6.785
1946,3.5756,5.7081,66.839,6.641
1947,3.5756,5.7162,18.104,1.613
1948,3.5756,5.7094,69.117,6.305
1949,3.5756,5.7079,69.381,6.694
1950,3.5756,5.71,40.443,3.847
1951,3.5757,5.7091,44.951,4.36
1952,3.5757,5.7106,45.025,5.06
1953,3.5757,5.7117,22.241,2.019
1954,3.5757,5.7135,23.959,2.329
1955,3.5757,5.716,69.152,6.553
1956,3.5757,5.7103,45.069,4.872
1957,3.5757,5.7094,68.906,6.05
1958,3.5757,5.7161,65.799,6.639
1959,3.5757,5.7138,26.243,1.585
1960,3.5757,5.7089,45.469,4.127
1961,3.5757,5.7078,66.328,6.276
1962,3.5757,5.7166,67.106,5.542
1963,3.5758,5.7109,44.399,4.356
1964,3.5758,5.7094,69.192,6.791
1965,3.5758,5.7155,33.255,3.499
1966,3.5758,5.7098,68.617,5.933
1967,3.5758,5.7137,34.148,3.025
1968,3.5758,5.7124,68.547,7.407
1969,3.5758,5.7162,66.706,6.697
1970,3.5758,5.7139,20.516,1.005
1971,3.5758,5.7078,66.529,7.173
1972,3.5758,5.7156,33.267,2.926
1973,3.5758,5.717,15.241,1.063
1974,3.5758,5.7081,67.357,7.144
1975,3.5758,5.7105,45.533,4.568
1976,3.5758,5.71,68.951,6.495
1977,3.5759,5.7114,44.584,4.239
1978,3.5759,5.7139,20.622,1.455
1979,3.5759,5.7108,44.473,4.862
1980,3.5759,5.7111,44.397,3.825
1981,3.5759,5.7096,65.826,6.179
1982,3.5759,5.717,14.248,1.697
1983,3.5759,5.7154,26.256,2.005
1984,3.5759,5.7088,68.251,5.906
1985,3.5759,5.714,18.403,1.995
1986,3.5759,5.7151,59.899,6.648
1987,3.5759,5.711,45.025,4.879
1988,3.5759,5.7115,45.227,4.479
1989,3.5759,5.7148,75.818,7.691
1990,3.5759,5.7119,68.89,6.659
1991,3.576,5.7145,34.518,4.226
1992,3.576,5.7084,69.862,5.968
1993,3.576,5.7113,45.615,4.901
1994,3.576,5.7146,16.964,1.095
1995,3.576,5.7155,23.472,1.864
1996,3.576,5.7109,33.882,3.767
1997,3.576,5.7151,76.021,7.491
1998,3.576,5.7099,45.415,4.914
1999,3.576,5.7158,45.037,4.508
2000,3.576,5.7086,68.281,7.601
2001,3.576,5.7112,45.469,4.142
2002,3.576,5.7161,24.184,1.97
2003,3.576,5.7089,69.142,7.038
2004,3.576,5.7077,65.948,7.325
2005,3.5761,5.7116,45.173,4.149
2006,3.5761,5.7168,69.379,7.023
2007,3.5761,5.7081,67.136,6.202
2008,3.5761,5.7095,45.384,4.2
2009,3.5761,5.7084,69.37,6.711
2010,3.5761,5.7097,45.548,4.728
2011,3.5761,5.7083,34.805,3.186
2012,3.5761,5.7153,76.098,7.293
2013,3.5761,5.7159,44.05,3.705
2014,3.5761,5.7169,66.003,7.03
2015,3.5761,5.7108,34.11,3.052
2016,3.5761,5.717,24.037,2.087
2017,3.5761,5.7148,18.173,1.899
2018,3.5761,5.7106,44.684,4.563
2019,3.5761,5.7082,26.135,2.833
2020,3.5762,5.71,69.001,6.847
2021,3.5762,5.7161,68.35,7.169
2022,3.5762,5.7114,45.277,4.393
2023,3.5762,5.7164,21.326,3.248
2024,3.5762,5.7153,76.08,7.862
2025,3.5762,5.7131,68.414,7.174
2026,3.5762,5.7123,59.934,5.564
2027,3.5762,5.7118,45.452,4.303
2028,3.5762,5.709,69.128,7.069
2029,3.5762,5.7082,68.939,6.174
2030,3.5763,5.7122,60.365,6.566
2031,3.5763,5.7116,45.795,4.784
2032,3.5763,5.715,33.774,3.501
2033,3.5763,5.7184,23.66,1.622
2034,3.5763,5.71,69.258,6.667
2035,3.5763,5.7082,68.698,7.714
2036,3.5763,5.7095,33.484,3.555
2037,3.5763,5.7115,45.107,4.137
2038,3.5763,5.7091,45.37,4.698
2039,3.5763,5.7162,34.306,4.286
2040,3.5763,5.7123,34.601,3.566
2041,3.5763,5.7113,39.729,4.237
2042,3.5763,5.7182,70.744,7.955
2043,3.5764,5.7088,68.907,6.434
2044,3.5764,5.7182,69.238,7.437
2045,3.5764,5.7167,45.568,3.947
2046,3.5764,5.7095,65.718,5.792
2047,3.5764,5.7185,21.504,3.297
2048,3.5764,5.7188,71.042,7.034
2049,3.5764,5.7113,40.399,3.669
2050,3.5764,5.7158,33.977,3.362
2051,3.5764,5.7161,27.399,2.45
2052,3.5764,5.7101,69.377,6.496
2053,3.5765,5.7159,21.504,3.141
2054,3.5765,5.716,23.497,2.786
2055,3.5765,5.7164,15.202,1.531
2056,3.5765,5.7109,45.498,4.893
2057,3.5765,5.7092,66.048,6.761
2058,3.5765,5.7097,69.598,6.414
2059,3.5765,5.7145,76.409,6.59
2060,3.5766,5.7164,14.95,2.188
