,Long,Lat,Sand,Prod
703,3.5744,5.7118,14.996,1.442
704,3.5745,5.7104,40.103,4.227
705,3.5745,5.7077,76.224,7.472
706,3.5745,5.7113,15.172,2.036
707,3.5745,5.7112,15.551,2.683
708,3.5745,5.7107,15.51,1.842
709,3.5745,5.7106,65.989,6.921
710,3.5745,5.7176,18.215,1.171
711,3.5745,5.7136,14.146,1.872
712,3.5745,5.7146,66.793,6.458
713,3.5745,5.7118,15.31,0.862
714,3.5745,5.7081,39.972,4.537
715,3.5745,5.7179,25.903,1.938
716,3.5746,5.7138,17.569,1.759
717,3.5746,5.7137,22.599,2.789
718,3.5746,5.7111,45.263,4.203
719,3.5746,5.7109,39.757,3.836
720,3.5746,5.7079,42.31,3.54
721,3.5746,5.7078,68.843,6.97
722,3.5746,5.7115,22.689,1.499
723,3.5746,5.7113,45.138,4.74
724,3.5746,5.7181,16.169,1.297
725,3.5746,5.7141,23.112,2.502
726,3.5746,5.7127,45.802,5.011
727,3.5746,5.7178,23.655,2.132
728,3.5746,5.7136,22.902,2.811
729,3.5746,5.7174,23.484,2.103
730,3.5746,5.7153,26.873,2.704
731,3.5746,5.7114,33.998,4.271
732,3.5746,5.7182,34.056,2.945
733,3.5746,5.7128,26.816,2.125
734,3.5746,5.7183,17.971,2.946
735,3.5746,5.7117,17.995,1.959
736,3.5747,5.7128,45.026,3.768
737,3.5747,5.7117,14.702,1.998
738,3.5747,5.7111,68.845,6.763
739,3.5747,5.7077,76.139,7.774
740,3.5747,5.7079,39.889,3.153
741,3.5747,5.7146,68.97,7.02
742,3.5747,5.718,22.868,2.207
743,3.5747,5.7136,23.822,1.784
744,3.5747,5.7154,27.035,2.829
745,3.5747,5.7178,23.911,2.589
746,3.5747,5.7107,76.231,7.896
747,3.5747,5.7177,33.708,3.435
748,3.5747,5.7138,17.476,1.169
749,3.5747,5.7155,23.337,1.427
750,3.5747,5.7119,20.818,1.675
751,3.5747,5.7182,34.134,2.781
752,3.5747,5.714,26.255,2.772
753,3.5747,5.7141,17.645,2.155
754,3.5747,5.7116,76.982,6.954
755,3.5748,5.7138,24.109,2.726
756,3.5748,5.712,15.479,1.031
757,3.5748,5.7125,45.044,4.152
758,3.5748,5.7115,44.42,5.141
759,3.5748,5.7126,66.469,6.964
760,3.5748,5.7178,15.176,1.228
761,3.5748,5.718,17.627,2.254
762,3.5748,5.7123,66.786,7.315
763,3.5748,5.7119,69.126,7.098
764,3.5748,5.7146,68.597,6.975
765,3.5748,5.7129,44.576,4.481
766,3.5748,5.7107,77.302,8.149
767,3.5748,5.7121,44.681,4.021
768,3.5748,5.7142,18.013,2.153
769,3.5749,5.7123,67.137,6.375
770,3.5749,5.7097,40.047,3.626
771,3.5749,5.714,26.436,2.514
772,3.5749,5.7146,69.304,7.291
773,3.5749,5.7077,76.199,7.437
774,3.5749,5.7085,40.275,4.237
775,3.5749,5.7178,23.95,2.386
776,3.5749,5.7141,18.107,1.718
777,3.5749,5.7138,17.198,2.177
778,3.5749,5.708,39.318,2.972
779,3.5749,5.7101,23.127,3.112
780,3.5749,5.7099,21.67,1.884
781,3.5749,5.7139,18.077,1.08
782,3.5749,5.7182,45.284,3.469
783,3.5749,5.7181,21.466,1.318
784,3.5749,5.7142,17.475,2.516
785,3.5749,5.7132,65.814,6.833
786,3.575,5.7079,64.484,6.269
787,3.575,5.7125,66.684,6.723
788,3.575,5.7085,40.721,2.976
789,3.575,5.7123,66.793,5.93
790,3.575,5.7133,26.139,3.289
791,3.575,5.7078,26.25,2.742
792,3.575,5.714,17.755,2.489
793,3.575,5.7122,66.686,6.723
794,3.575,5.7145,45.369,4.658
795,3.575,5.7146,44.54,4.583
796,3.575,5.7097,42.379,3.725
797,3.575,5.7103,23.342,2.66
798,3.575,5.7126,66.081,7.359
799,3.575,5.708,44.222,4.704
800,3.575,5.718,21.498,2.346
801,3.575,5.7082,53.001,5.967
802,3.575,5.7128,59.617,5.934
803,3.5751,5.7083,39.741,3.697
804,3.5751,5.7179,17.504,2.605
805,3.5751,5.7097,40.402,4.399
806,3.5751,5.7103,23.281,1.423
807,3.5751,5.7102,23.444,2.415
808,3.5751,5.7133,26.812,3.431
809,3.5751,5.7101,21.574,1.778
810,3.5751,5.71,33.41,3.441
811,3.5751,5.708,22.07,2.85
812,3.5751,5.7124,66.178,5.42
813,3.5751,5.7131,67.122,5.901
814,3.5751,5.714,17.185,1.725
815,3.5751,5.7126,65.599,6.627
816,3.5751,5.7135,66.601,6.841
817,3.5751,5.7104,5.35,-0.233
818,3.5752,5.7145,34.267,3.682
819,3.5752,5.7125,66.595,7.167
820,3.5752,5.7139,24.087,2.494
821,3.5752,5.7135,66.86,6.251
822,3.5752,5.714,34.382,3.936
823,3.5752,5.7102,33.665,3.133
824,3.5752,5.7181,45.024,4.243
825,3.5752,5.7133,66.707,7.027
826,3.5752,5.7078,26.592,2.986
827,3.5752,5.7143,34.098,3.304
828,3.5753,5.7132,26.919,2.511
829,3.5753,5.7139,34.018,3.072
830,3.5753,5.7183,45.97,4.515
831,3.5753,5.7104,26.525,2.46
832,3.5753,5.7103,26.279,3.098
833,3.5753,5.7181,45.391,3.638
834,3.5753,5.7144,34.315,3.808
835,3.5753,5.7136,65.89,6.77
836,3.5753,5.7179,44.959,4.337
837,3.5753,5.7099,40.377,3.218
838,3.5753,5.7141,15.186,0.863
839,3.5753,5.7101,39.887,4.244
840,3.5753,5.7133,66.762,6.563
841,3.5753,5.7182,45.453,4.348
842,3.5754,5.7104,44.625,3.692
843,3.5754,5.7137,68.886,7.01
844,3.5754,5.7132,66.347,5.675
845,3.5754,5.7136,65.896,6.673
846,3.5754,5.7083,45.171,3.749
847,3.5754,5.7139,68.717,7.782
848,3.5754,5.7087,26.496,2.82
849,3.5754,5.7079,75.964,6.928
850,3.5754,5.7143,66.526,6.896
851,3.5754,5.7089,26.219,2.599
852,3.5754,5.71,51.825,6.398
853,3.5754,5.7126,45.387,5.087
854,3.5754,5.7086,21.532,2.28
855,3.5755,5.7137,68.685,6.856
856,3.5755,5.7106,44.656,4.464
857,3.5755,5.7124,69.47,6.665
858,3.5755,5.7088,44.617,4.569
859,3.5755,5.7144,69.516,6.422
860,3.5755,5.7132,66.604,7.444
861,3.5755,5.7143,68.698,6.745
862,3.5755,5.7089,27.015,2.593
863,3.5755,5.7138,68.838,6.569
864,3.5755,5.7084,44.669,4.536
865,3.5755,5.7087,44.24,4.35
866,3.5755,5.709,44.735,4.488
867,3.5755,5.7136,65.858,6.103
868,3.5755,5.7109,69.183,6.686
869,3.5755,5.7099,34.477,3.224
870,3.5755,5.7133,66.296,7.165
871,3.5755,5.7121,45.545,3.781
872,3.5756,5.7082,68.989,7.376
873,3.5756,5.7133,66.155,6.532
874,3.5756,5.7143,24.242,2.851
875,3.5756,5.7098,33.805,2.872
876,3.5756,5.7141,68.644,6.287
877,3.5756,5.7103,45.038,4.764
878,3.5756,5.7139,68.692,7.654
879,3.5756,5.7121,45.929,4.91
880,3.5756,5.7119,68.415,6.325
881,3.5756,5.7118,69.435,6.816
882,3.5756,5.712,69.616,7.36
883,3.5756,5.716,69.302,7.551
884,3.5756,5.7138,66.194,6.843
885,3.5756,5.7127,65.943,6.828
886,3.5756,5.7097,34.801,3.56
887,3.5756,5.7092,40.398,4.214
888,3.5757,5.7097,34.211,2.94
889,3.5757,5.7165,76.73,7.228
890,3.5757,5.7121,26.622,2.852
891,3.5757,5.7111,68.269,6.649
892,3.5757,5.714,68.896,6.622
893,3.5757,5.7164,34.692,3.274
894,3.5757,5.7145,76.573,7.651
895,3.5757,5.7126,66.497,6.457
896,3.5757,5.7123,68.493,5.998
897,3.5757,5.7132,68.389,7.325
898,3.5757,5.7163,14.805,1.318
899,3.5757,5.7143,15.297,1.319
900,3.5757,5.7146,69.274,7.535
901,3.5757,5.7147,21.247,1.885
902,3.5757,5.7144,15.227,2.018
903,3.5757,5.7105,44.931,5.194
904,3.5757,5.7087,69.08,6.137
905,3.5758,5.7083,42.498,4.215
906,3.5758,5.716,66.111,6.371
907,3.5758,5.7152,21.762,2.12
908,3.5758,5.7116,68.351,6.536
909,3.5758,5.7146,69.026,6.637
910,3.5758,5.7143,14.954,1.591
911,3.5758,5.7163,67.244,6.476
912,3.5758,5.714,21.277,2.738
913,3.5758,5.7092,66.465,7.073
914,3.5758,5.712,69.272,7.178
915,3.5758,5.713,68.473,7.853
916,3.5758,5.7142,14.855,1.236
917,3.5758,5.7153,22.371,2.219
918,3.5758,5.7123,66.696,7
919,3.5758,5.7165,66.272,7.409
920,3.5758,5.7089,66.513,6.415
921,3.5758,5.7115,68.241,6.96
922,3.5758,5.7125,67.077,6.767
923,3.5758,5.7131,67.087,6.309
924,3.5758,5.7151,21.536,2.246
925,3.5758,5.7113,33.922,3.029
926,3.5758,5.7077,68.343,6.497
927,3.5758,5.7134,66.266,5.288
928,3.5758,5.7112,34.461,3.6
929,3.5758,5.7149,33.942,2.609
930,3.5758,5.7148,22.042,1.911
931,3.5759,5.7164,66.283,7.364
932,3.5759,5.7126,66.989,6.642
933,3.5759,5.713,67.148,6.602
934,3.5759,5.7091,65.544,6.887
935,3.5759,5.7112,34.05,3.272
936,3.5759,5.7146,21.348,2.928
937,3.5759,5.7099,65.984,6.619
938,3.5759,5.7153,33.864,3.76
939,3.5759,5.7132,65.92,6.555
940,3.5759,5.7145,21.625,2.354
941,3.5759,5.7113,33.785,3.297
942,3.5759,5.7094,69.889,7.393
943,3.5759,5.71,66.251,7.416
944,3.5759,5.7103,45.385,4.558
945,3.5759,5.7156,34.4,3.673
946,3.5759,5.7133,65.747,6.602
947,3.5759,5.7141,21.462,1.831
948,3.5759,5.7127,44.947,3.58
949,3.5759,5.7136,66.043,7.517
950,3.5759,5.7142,17.463,1.451
951,3.5759,5.7138,27.073,2.942
952,3.576,5.7117,69.068,6.753
953,3.576,5.714,26.253,2.152
954,3.576,5.7126,59.337,6.262
955,3.576,5.7138,21.35,1.746
956,3.576,5.7085,69.052,6.723
957,3.576,5.7091,62.407,6.019
958,3.576,5.7167,18.115,2.588
959,3.576,5.7166,17.007,0.911
960,3.576,5.7142,21.766,1.942
961,3.576,5.715,17.496,1.95
962,3.576,5.7165,17.699,1.331
963,3.576,5.7169,66.1,6.288
964,3.576,5.7097,66.004,6.567
965,3.576,5.7127,66.68,6.6
966,3.576,5.7131,66.92,6.931
967,3.576,5.7171,66.973,7.04
968,3.576,5.7104,66.433,6.88
969,3.576,5.7093,62.136,6.098
970,3.576,5.717,66.189,6.437
971,3.576,5.7125,60.252,6.14
972,3.576,5.7098,66.733,5.984
973,3.576,5.7132,69.599,6.636
974,3.576,5.7159,23.206,1.99
975,3.576,5.7134,67.182,6.32
976,3.576,5.7133,66.278,7.438
977,3.5761,5.7133,69.377,7.715
978,3.5761,5.7131,67.347,5.926
979,3.5761,5.709,66.221,6.972
980,3.5761,5.7156,15.144,1.971
981,3.5761,5.7164,14.768,2.086
982,3.5761,5.7143,17.436,1.739
983,3.5761,5.7078,69.63,7.325
984,3.5761,5.7162,26.256,2.424
985,3.5761,5.7144,20.987,1.638
986,3.5761,5.7147,23.02,2.563
987,3.5761,5.7142,21.429,2.14
988,3.5761,5.7087,69.066,7.141
989,3.5761,5.7165,34.164,4.622
990,3.5761,5.7171,66.032,6.481
991,3.5761,5.715,17.931,2.383
992,3.5761,5.7167,65.674,6.884
993,3.5761,5.7132,68.656,6.554
994,3.5761,5.7093,66.723,6.668
995,3.5761,5.7163,24.053,2.243
996,3.5761,5.7149,23.008,2.964
997,3.5761,5.7085,68.58,6.392
998,3.5761,5.7103,65.82,6.169
999,3.5761,5.7107,66.734,5.644
1000,3.5762,5.7132,66.291,6.037
1001,3.5762,5.7085,68.611,7.078
1002,3.5762,5.7151,69.78,6.825
1003,3.5762,5.7157,15.675,1.789
1004,3.5762,5.7086,69.498,6.976
1005,3.5762,5.7158,68.615,6.359
1006,3.5762,5.715,45.7,4.505
1007,3.5762,5.7084,68.11,7.277
1008,3.5762,5.7156,21.238,1.368
1009,3.5762,5.7145,71.075,5.864
1010,3.5762,5.7147,34.882,3.302
1011,3.5762,5.7162,69.456,6.064
1012,3.5762,5.7171,21.261,1.811
1013,3.5762,5.7165,66.975,6.123
1014,3.5762,5.7168,66.431,6.184
1015,3.5762,5.7105,66.752,6.256
1016,3.5762,5.7111,45.12,4.036
1017,3.5762,5.7143,69.066,6.579
1018,3.5762,5.7127,66.653,6.455
1019,3.5762,5.716,68.732,6.839
1020,3.5762,5.7117,33.902,3.858
1021,3.5762,5.7155,27.021,2.574
1022,3.5762,5.7167,67.173,7.805
1023,3.5762,5.7139,66.553,7.692
1024,3.5762,5.7148,34.31,3.237
1025,3.5762,5.7144,70.863,7.956
1026,3.5762,5.7094,67.254,6.952
1027,3.5762,5.7133,66.035,5.761
1028,3.5762,5.717,14.713,1.071
1029,3.5762,5.7109,44.348,3.61
1030,3.5762,5.7096,66.686,5.584
1031,3.5762,5.7088,69.209,7.117
1032,3.5762,5.7083,68.478,7.215
1033,3.5763,5.7161,66.879,5.364
1034,3.5763,5.7157,23.627,1.698
1035,3.5763,5.714,68.718,6.657
1036,3.5763,5.7106,66.853,6.817
1037,3.5763,5.7158,69.242,8.169
1038,3.5763,5.7078,68.969,7.392
1039,3.5763,5.716,69.794,7.717
1040,3.5763,5.7154,25.894,3.449
1041,3.5763,5.7164,68.409,7.23
1042,3.5763,5.7087,68.613,6.243
1043,3.5763,5.7146,71.256,8.018
1044,3.5763,5.7147,66.658,7.117
1045,3.5763,5.7121,68.428,5.961
1046,3.5763,5.7114,44.213,4.704
1047,3.5763,5.7168,66.297,6.725
1048,3.5763,5.7127,34.004,3.679
1049,3.5763,5.7187,23.993,2.409
1050,3.5763,5.712,34.436,3.665
1051,3.5763,5.7094,62.312,6.613
1052,3.5763,5.717,45.157,4.296
1053,3.5763,5.7134,66.792,6.304
1054,3.5763,5.7093,61.835,6.215
1055,3.5764,5.7166,42.916,4.371
1056,3.5764,5.7163,68.71,7.239
1057,3.5764,5.7169,66.264,7.22
1058,3.5764,5.7152,33.791,3.16
1059,3.5764,5.7114,68.547,6.631
1060,3.5764,5.7138,66.503,6.634
1061,3.5764,5.7118,34.091,3.427
1062,3.5764,5.7154,68.728,6.956
1063,3.5764,5.7083,69.149,6.781
1064,3.5764,5.7107,66.733,7.535
1065,3.5764,5.7081,68.595,6.836
1066,3.5764,5.7156,45.247,3.879
1067,3.5764,5.7162,33.891,3.739
1068,3.5764,5.7089,66.131,6.461
1069,3.5764,5.7153,33.672,1.74
1070,3.5764,5.7087,68.796,7.534
1071,3.5764,5.7129,66.806,6.641
1072,3.5764,5.7148,68.918,7.472
1073,3.5764,5.7097,66.032,7.242
1074,3.5764,5.7142,68.957,6.386
1075,3.5764,5.7117,45.03,5.439
1076,3.5764,5.7186,66.716,5.835
1077,3.5764,5.7119,44.414,5.083
1078,3.5764,5.7116,66.07,6.945
1079,3.5764,5.7108,65.957,6.249
1080,3.5764,5.709,69.623,7.296
1081,3.5764,5.712,69.419,7.231
1082,3.5764,5.7103,65.68,6.672
1083,3.5764,5.7133,69.518,5.923
1084,3.5764,5.7086,69.284,6.213
1085,3.5765,5.711,65.777,6.282
1086,3.5765,5.7148,20.974,1.11
1087,3.5765,5.712,67.099,5.732
1088,3.5765,5.7082,68.672,7.457
1089,3.5765,5.717,34.04,3.518
1090,3.5765,5.7123,66.702,6.159
1091,3.5765,5.7149,69.359,6.933
1092,3.5765,5.7147,68.497,7.649
1093,3.5765,5.7078,69.071,7.073
1094,3.5765,5.7167,26.19,2.903
1095,3.5765,5.7111,44.658,3.602
1096,3.5765,5.7138,66.417,6.441
1097,3.5765,5.7168,44.776,4.024
1098,3.5765,5.7157,34.051,3.784
1099,3.5765,5.7143,69.039,7.232
1100,3.5765,5.7113,45.587,4.896
1101,3.5765,5.7106,66.943,5.56
1102,3.5765,5.7182,68.951,7.219
1103,3.5765,5.7153,69.615,7.12
1104,3.5765,5.7165,26.328,2.481
1105,3.5765,5.7133,66.783,6.045
1106,3.5765,5.7158,34.227,3.386
1107,3.5765,5.7162,23.305,1.795
1108,3.5765,5.7077,69.1,6.851
1109,3.5766,5.7152,45.327,3.937
1110,3.5766,5.7105,66.241,6.139
1111,3.5766,5.7139,68.948,6.315
1112,3.5766,5.7183,66.148,5.931
1113,3.5766,5.7114,44.965,5.416
1114,3.5766,5.7081,69.016,7.149
1115,3.5766,5.7116,45.358,5.229
1116,3.5766,5.7141,34.006,3.262
1117,3.5766,5.7113,45.114,4.626
1118,3.5766,5.7102,66.627,6.381
1119,3.5766,5.7083,68.668,6.83
1120,3.5766,5.7171,66.213,7.015
1121,3.5766,5.7148,34.605,3.264
1122,3.5766,5.7112,45.212,4.612
1123,3.5766,5.7156,69.904,7.185
1124,3.5766,5.7104,66.341,6.254
1125,3.5766,5.7155,71.194,6.576
1126,3.5766,5.7106,69.083,6.332
1127,3.5766,5.7147,44.874,3.997
1128,3.5766,5.715,45.152,4.429
1129,3.5766,5.7091,66.08,7.207
1130,3.5766,5.7097,66.865,6.384
1131,3.5766,5.7088,66.478,6.564
1132,3.5767,5.7188,39.705,3.641
1133,3.5767,5.7147,68.926,7.073
1134,3.5767,5.7168,26.406,1.872
1135,3.5767,5.7138,66.974,6.597
1136,3.5767,5.7146,71.037,7.917
1137,3.5767,5.7112,44.143,4.232
1138,3.5767,5.7125,67.037,6.788
1139,3.5767,5.7095,68.52,6.648
1140,3.5767,5.7102,67.209,7.064
1141,3.5767,5.716,66.216,6.085
1142,3.5767,5.7092,66.332,6.661
1143,3.5767,5.7086,66.702,6.849
1144,3.5767,5.7128,66.466,6.514
1145,3.5767,5.7165,15.21,1.919
1146,3.5767,5.7118,44.991,4.691
1147,3.5767,5.7108,66.874,6.74
1148,3.5767,5.714,45.362,4.877
1149,3.5767,5.712,66.312,5.946
1150,3.5767,5.7107,66.126,6.163
1151,3.5767,5.7135,66.782,5.916
1152,3.5767,5.7091,68.643,6.485
1153,3.5767,5.7159,22.176,2.046
1154,3.5768,5.7091,65.999,6.009
1155,3.5768,5.7149,33.737,2.471
1156,3.5768,5.7125,66.825,6.71
1157,3.5768,5.7153,20.76,2.033
1158,3.5768,5.7141,69.452,6.707
1159,3.5768,5.716,21.904,2.753
1160,3.5768,5.7114,34.417,3.316
1161,3.5768,5.714,67.113,6.733
1162,3.5768,5.7092,65.978,6.84
1163,3.5768,5.7167,39.991,4.891
1164,3.5768,5.7132,66.679,6.674
1165,3.5768,5.7173,66.904,7.229
1166,3.5768,5.713,66.463,5.952
1167,3.5768,5.7078,69.739,6.316
1168,3.5768,5.7163,14.781,2.827
1169,3.5768,5.7143,33.66,4.228
1170,3.5768,5.7123,75.931,7.064
1171,3.5768,5.7095,67.143,6.424
1172,3.5768,5.7161,44.635,3.863
1173,3.5768,5.7093,66.206,6.78
1174,3.5768,5.7134,69.882,7.435
1175,3.5768,5.7094,34.138,3.921
1176,3.5768,5.7155,21.432,2.059
1177,3.5768,5.7104,65.593,6.553
1178,3.5768,5.7171,68.539,5.562
1179,3.5769,5.7132,67.204,6.634
1180,3.5769,5.7151,20.809,1.108
1181,3.5769,5.7137,25.541,2.485
1182,3.5769,5.7098,66.965,6.974
1183,3.5769,5.717,67.354,6.572
1184,3.5769,5.7166,33.68,3.712
1185,3.5769,5.7164,65.973,6.762
1186,3.5769,5.7148,33.571,3.253
1187,3.5769,5.7186,69.088,6.921
1188,3.5769,5.7168,44.44,4.111
1189,3.5769,5.7165,23.447,0.936
1190,3.5769,5.7118,66.32,6.256
1191,3.5769,5.7097,66.964,6.936
1192,3.5769,5.7133,66.296,6.752
1193,3.5769,5.7113,44.643,4.296
1194,3.5769,5.71,66.004,5.956
1195,3.5769,5.7136,65.957,6.434
1196,3.5769,5.7126,44.344,4.293
1197,3.5769,5.7159,33.934,3.267
1198,3.5769,5.7141,70.759,6.846
1199,3.5769,5.7107,66.932,7.227
1200,3.5769,5.7099,67.123,7.81
1201,3.5769,5.7129,66.06,6.672
1202,3.5769,5.716,21.091,1.218
1203,3.5769,5.7143,33.997,4.643
1204,3.5769,5.7127,44.913,3.968
1205,3.5769,5.7092,67.117,7.667
1206,3.577,5.7094,66.851,5.403
1207,3.577,5.7156,20.913,1.831
1208,3.577,5.713,44.572,5.106
1209,3.577,5.7139,71.005,7.186
1210,3.577,5.7123,45.3,4.644
1211,3.577,5.715,33.992,3.614
1212,3.577,5.7154,76.354,7.944
1213,3.577,5.7087,69.156,7.61
1214,3.577,5.7097,65.951,5.884
1215,3.577,5.7152,34.103,3.609
1216,3.577,5.71,67.059,6.99
1217,3.577,5.7165,34.153,3.658
1218,3.577,5.7098,66.972,6.836
1219,3.577,5.7129,66.533,6.929
1220,3.577,5.7107,66.289,7.166
1221,3.577,5.7137,65.978,6.362
1222,3.577,5.7089,69.403,7.137
1223,3.577,5.7133,65.91,6.068
1224,3.577,5.716,34.338,2.985
1225,3.577,5.7101,66.511,7.048
1226,3.577,5.7096,34.136,2.179
1227,3.577,5.7167,33.971,3.004
1228,3.577,5.7143,33.866,2.581
1229,3.577,5.7124,44.348,4.422
1230,3.577,5.7099,66.218,6.587
1231,3.5771,5.7103,33.642,3.529
1232,3.5771,5.7117,45.498,4.196
1233,3.5771,5.7107,66.458,5.602
1234,3.5771,5.7183,68.731,6.964
1235,3.5771,5.7102,66.832,6.523
1236,3.5771,5.713,44.374,5.031
1237,3.5771,5.7119,60.527,7.154
1238,3.5771,5.7148,68.717,7.11
1239,3.5771,5.7082,68.943,6.858
1240,3.5771,5.7077,68.884,7.163
1241,3.5771,5.7151,69.324,6.203
1242,3.5771,5.7142,70.923,6.934
1243,3.5771,5.7128,66.602,5.866
1244,3.5771,5.716,69.193,7.745
1245,3.5771,5.7104,68.826,6.762
1246,3.5771,5.7098,66.06,7.033
1247,3.5771,5.715,69.143,6.661
1248,3.5771,5.714,71.275,6.652
1249,3.5771,5.7175,69.313,7.19
1250,3.5771,5.7154,32.395,3.277
1251,3.5771,5.7123,33.758,3.839
1252,3.5771,5.7141,71.679,7.586
1253,3.5771,5.7081,66.642,7.309
1254,3.5771,5.7092,66.789,5.503
1255,3.5771,5.7143,66.166,6.796
1256,3.5771,5.7105,66.616,6.246
1257,3.5771,5.7159,69.091,6.924
1258,3.5772,5.7163,32.319,3.399
1259,3.5772,5.7161,45.177,3.65
1260,3.5772,5.7165,44.911,4.864
1261,3.5772,5.7159,69.118,6.622
1262,3.5772,5.7126,34.214,3.66
1263,3.5772,5.7151,34.453,3.645
1264,3.5772,5.7104,66.857,5.997
1265,3.5772,5.7134,66.383,6.98
1266,3.5772,5.7188,68.387,7.228
1267,3.5772,5.7115,45.05,4.506
1268,3.5772,5.7157,70.975,6.85
1269,3.5772,5.713,65.711,7.405
1270,3.5772,5.7156,33.433,3.059
1271,3.5772,5.7153,34.417,3.724
1272,3.5772,5.7149,34.045,3.059
1273,3.5772,5.7164,66.888,6.007
1274,3.5772,5.7082,68.889,6.514
1275,3.5772,5.7095,67.112,6.702
1276,3.5773,5.7099,66.486,6.539
1277,3.5773,5.7161,68.235,6.479
1278,3.5773,5.717,44.432,4.232
1279,3.5773,5.7162,66.818,6.135
1280,3.5773,5.7151,45.011,4.573
1281,3.5773,5.7157,71.192,7.093
1282,3.5773,5.7146,33.393,3.513
1283,3.5773,5.7174,69.234,7.405
1284,3.5773,5.7131,66.218,6.978
1285,3.5773,5.714,71.093,7.692
1286,3.5773,5.7156,33.611,2.844
1287,3.5773,5.7081,68.908,6.645
1288,3.5773,5.7118,67.084,6.832
1289,3.5773,5.7172,66.629,6.531
1290,3.5773,5.7165,68.329,7.226
1291,3.5773,5.7173,68.712,6.707
1292,3.5773,5.7114,66.409,7.751
1293,3.5773,5.7159,69.107,6.468
1294,3.5774,5.7111,65.82,6.475
1295,3.5774,5.7142,70.263,7.35
1296,3.5774,5.711,33.889,3.1
1297,3.5774,5.7158,68.678,7.083
1298,3.5774,5.7112,69.576,5.956
1299,3.5774,5.7145,34.633,3.324
1300,3.5774,5.7133,67.007,7.883
1301,3.5774,5.7119,45.304,4.081
1302,3.5774,5.7091,66.275,6.82
1303,3.5774,5.7183,68.546,6.574
1304,3.5774,5.7176,69.086,6.779
1305,3.5774,5.7156,33.998,3.708
1306,3.5774,5.7162,68.985,6.438
1307,3.5774,5.7094,66.891,6.441
1308,3.5774,5.7181,68.555,6.434
1309,3.5774,5.7115,66.737,6.537
1310,3.5774,5.7147,71.564,7.879
1311,3.5775,5.7181,69.205,7.049
1312,3.5775,5.7146,34.346,2.51
1313,3.5775,5.7125,33.137,2.532
1314,3.5775,5.7111,33.934,3.5
1315,3.5775,5.7093,66.506,6.529
1316,3.5775,5.7082,69.457,6.888
1317,3.5775,5.711,34.37,3.724
1318,3.5775,5.7164,68.823,7.437
1319,3.5775,5.7159,34.731,3.324
1320,3.5775,5.712,45.05,5.322
1321,3.5775,5.7162,66.4,5.678
1322,3.5775,5.7158,34.358,3.555
1323,3.5775,5.7119,39.623,4.582
1324,3.5775,5.7165,44.46,3.452
1325,3.5775,5.7095,66.685,6.866
1326,3.5775,5.716,69.801,6.513
1327,3.5775,5.7107,34.214,3.265
1328,3.5775,5.7149,33.96,4.121
1329,3.5775,5.7151,65.38,6.578
1330,3.5775,5.715,68.688,7.546
1331,3.5775,5.7096,66.13,7.051
1332,3.5776,5.7115,27.249,2.995
1333,3.5776,5.7121,32.152,2.657
1334,3.5776,5.7147,71.531,6.006
1335,3.5776,5.7122,31.95,2.694
1336,3.5776,5.7164,69.334,7.035
1337,3.5776,5.7119,33.995,3.899
1338,3.5776,5.7153,33.973,3.834
1339,3.5776,5.7078,69.172,6.211
1340,3.5776,5.7097,65.895,5.944
1341,3.5776,5.7151,66.739,7.138
1342,3.5776,5.7177,69.445,6.097
1343,3.5776,5.7123,44.511,3.951
1344,3.5776,5.7148,71.171,7.657
1345,3.5776,5.7125,44.406,4.973
1346,3.5776,5.7173,68.923,6.434
1347,3.5777,5.7116,45.297,4.816
1348,3.5777,5.7154,69.185,7.149
1349,3.5777,5.715,68.531,6.727
1350,3.5777,5.7165,69.638,7.581
1351,3.5777,5.7149,70.882,7.455
1352,3.5777,5.7177,69.363,7.24
1353,3.5777,5.7152,68.907,8.209
1354,3.5777,5.716,34.329,4.697
1355,3.5777,5.7155,34.895,3.438
1356,3.5777,5.7164,68.477,7.373
1357,3.5777,5.7179,68.037,6.509
1358,3.5777,5.7119,41.504,3.528
1359,3.5777,5.7079,68.944,6.507
1360,3.5777,5.7169,66.202,6.093
1361,3.5777,5.7175,68.495,6.361
1362,3.5777,5.7139,70.525,6.776
1363,3.5777,5.7124,45.211,4.981
1364,3.5777,5.7109,33.912,3.756
1365,3.5777,5.7117,67.384,6.752
1366,3.5777,5.7143,71.052,7.451
1367,3.5778,5.7165,69.097,7.626
1368,3.5778,5.7177,69.004,6.427
1369,3.5778,5.7154,68.845,6.822
1370,3.5778,5.7161,69.148,6.958
1371,3.5778,5.7121,34.003,4.179
1372,3.5778,5.7172,69.857,7.857
1373,3.5778,5.7152,69.729,7.286
1374,3.5778,5.7163,69.377,7.125
1375,3.5778,5.7077,69.178,6.267
1376,3.5778,5.7156,45.178,4.503
1377,3.5778,5.7115,45.594,4.322
1378,3.5778,5.7111,34.375,4.145
1379,3.5778,5.7148,68.892,6.441
1380,3.5779,5.711,34.695,3.704
1381,3.5779,5.7139,70.93,7.908
1382,3.5779,5.7078,69.502,7.275
1383,3.5779,5.7163,68.556,7.035
1384,3.5779,5.7152,68.964,7.097
1385,3.578,5.7112,34.231,2.949
1386,3.578,5.7087,68.179,7.512
1387,3.578,5.7168,68.9,6.716
1388,3.578,5.7157,69.411,7.239
